"","race","age","prior_offense","is_recid"
"3340","African-American",65,1,0
"2719","Caucasian",26,0,1
"1873","African-American",70,0,0
"4327","African-American",28,1,1
"441","Caucasian",61,0,0
"2805","African-American",28,1,0
"944","Caucasian",29,0,1
"3650","African-American",23,0,1
"3007","African-American",34,0,0
"2407","African-American",21,0,1
"4071","Caucasian",47,0,0
"3418","Caucasian",46,0,0
"2052","African-American",22,1,1
"1875","African-American",53,1,0
"935","Caucasian",42,1,0
"2629","African-American",43,0,0
"3326","African-American",28,1,0
"764","African-American",24,0,0
"3962","Caucasian",44,1,0
"3888","African-American",24,1,1
"1702","African-American",23,1,0
"683","African-American",27,1,0
"3676","Caucasian",45,1,0
"4446","Caucasian",22,1,1
"1111","African-American",46,1,0
"4244","African-American",27,0,1
"1200","Caucasian",52,0,0
"1147","Caucasian",33,1,0
"1425","African-American",33,1,0
"4828","Caucasian",31,0,1
"2790","African-American",20,0,1
"3705","African-American",24,0,1
"4490","African-American",37,1,0
"4517","Caucasian",47,0,0
"3547","African-American",20,1,1
"4612","Caucasian",32,0,0
"1702.1","African-American",23,1,0
"2740","Caucasian",23,1,1
"2520","Caucasian",55,0,0
"1194","African-American",25,1,1
"4997","Caucasian",22,0,1
"10","African-American",46,1,0
"1996","African-American",23,1,0
"3292","Caucasian",27,1,1
"928","African-American",34,0,0
"829","African-American",21,0,0
"3240","African-American",29,1,1
"2134","African-American",51,1,0
"2289","African-American",47,1,0
"4316","Caucasian",21,1,1
"3443","Caucasian",27,1,1
"2979","Caucasian",30,1,0
"352","Caucasian",36,1,1
"4837","African-American",25,1,1
"1171","African-American",19,0,1
"2977","Caucasian",39,0,0
"1394","Caucasian",30,1,0
"3727","Caucasian",37,1,1
"3263","Caucasian",22,1,1
"4535","African-American",49,1,0
"1498","African-American",30,1,1
"4625","Caucasian",21,1,1
"2397","Caucasian",29,0,1
"4509","Caucasian",53,1,0
"2662","Caucasian",33,1,0
"568","Caucasian",51,1,0
"4904","African-American",26,1,1
"138","Caucasian",52,0,0
"1507","African-American",24,1,1
"3628","African-American",29,0,1
"661","African-American",21,1,1
"2436","Caucasian",30,0,1
"3460","Caucasian",43,1,0
"4784","Caucasian",61,0,0
"2681","Caucasian",24,0,0
"2642","African-American",32,1,1
"3495","Caucasian",52,0,0
"2264","African-American",22,1,1
"1437","African-American",22,1,1
"1469","Caucasian",43,0,0
"63","African-American",22,1,1
"1858","Caucasian",32,0,1
"2984","African-American",25,1,1
"4708","African-American",26,1,1
"3142","Caucasian",22,0,1
"3755","Caucasian",28,1,1
"2295","Caucasian",29,0,1
"2340","Caucasian",55,0,0
"842","Caucasian",37,0,0
"1829","African-American",30,1,1
"519","African-American",35,1,0
"3706","African-American",42,1,1
"4110","African-American",34,1,1
"115","Caucasian",35,1,0
