"","race","age","prior_offense","is_recid"
"4744","Caucasian",36,1,0
"3566","African-American",23,1,1
"3093","Caucasian",31,0,0
"3782","African-American",51,1,0
"67","Caucasian",22,1,0
"2846","Caucasian",31,0,0
"1448","Caucasian",57,0,0
"2627","African-American",43,0,0
"1175","Caucasian",35,1,1
"2771","Caucasian",23,0,0
"733","African-American",29,1,1
"1018","Caucasian",42,0,0
"940","Caucasian",22,0,1
"4230","African-American",31,1,1
"1895","Caucasian",25,1,1
"933","African-American",22,0,1
"2096","Caucasian",29,0,1
"1054","Caucasian",25,1,1
"934","Caucasian",30,0,0
"94","African-American",34,1,0
"1765","Caucasian",51,0,1
"1788","Caucasian",32,1,1
"218","African-American",27,1,0
"2204","African-American",27,1,0
"1311","African-American",19,0,1
"2133","African-American",42,1,1
"2918","Caucasian",22,0,1
"3547","African-American",20,1,1
"4654","African-American",26,0,0
"4867","African-American",29,1,0
"1414","Caucasian",19,1,1
"4544","African-American",22,0,1
"4887","Caucasian",43,1,0
"4583","African-American",28,1,1
"2388","Caucasian",44,0,0
"2707","Caucasian",47,0,0
"1180","African-American",24,1,1
"3462","Caucasian",28,1,1
"2338","Caucasian",54,0,0
"1635","Caucasian",30,1,0
"363","African-American",34,1,0
"1243","African-American",67,1,0
"280","Caucasian",21,0,0
"1449","African-American",49,1,0
"4553","Caucasian",28,1,0
"3841","African-American",27,1,1
"1443","African-American",27,1,0
"2159","African-American",34,1,0
"705","Caucasian",39,1,0
"1787","Caucasian",29,0,1
"64","Caucasian",37,0,0
"3938","Caucasian",35,1,1
"1065","Caucasian",23,1,1
"2696","Caucasian",47,0,0
"3832","African-American",33,0,1
"2731","African-American",24,1,0
"4454","African-American",29,1,0
"2245","African-American",20,0,1
"1479","Caucasian",45,1,0
"1737","African-American",23,1,0
"2252","African-American",28,1,1
"349","Caucasian",24,1,1
"4274","Caucasian",23,0,1
"1214","African-American",23,1,0
"2084","African-American",36,1,0
"502","African-American",27,1,0
"4784","Caucasian",61,0,0
"3240","African-American",29,1,1
"3995","Caucasian",57,1,0
"931","African-American",28,1,1
"2656","African-American",42,0,0
"1218","Caucasian",49,1,0
"4531","African-American",56,0,0
"2464","African-American",24,1,1
"865","African-American",22,1,0
"1720","African-American",28,1,1
"2062","Caucasian",36,1,0
"696","African-American",21,0,0
"1150","African-American",37,0,0
"1691","African-American",30,1,1
"344","African-American",41,0,0
"590","African-American",21,1,1
"4011","African-American",25,1,1
"507","Caucasian",22,1,1
"2782","African-American",28,1,1
"1070","Caucasian",33,1,0
"3749","Caucasian",22,1,1
"1115","Caucasian",20,0,1
"890","Caucasian",30,1,1
"3617","African-American",27,1,1
"4756","African-American",44,1,0
"1579","Caucasian",20,0,1
"2005","Caucasian",43,1,0
"263","Caucasian",28,0,0
"1387","African-American",30,1,1
"1128","African-American",27,1,1
"3672","African-American",20,0,1
"2054","African-American",51,1,0
"3646","African-American",25,1,1
"1925","African-American",32,1,1
"4352","Caucasian",21,0,1
"2126","Caucasian",37,1,1
"4429","African-American",27,0,0
"357","Caucasian",38,1,0
"4162","African-American",24,0,1
"1003","Caucasian",65,1,0
"2750","Caucasian",22,0,0
"3842","African-American",38,1,0
"1012","Caucasian",37,1,0
"500","Caucasian",20,1,1
"2232","Caucasian",62,0,0
"4738","African-American",28,1,1
"543","Caucasian",40,0,0
"2287","African-American",24,1,1
"1291","Caucasian",20,0,1
"3527","African-American",31,0,0
"4156","Caucasian",27,1,1
"2188","African-American",31,1,0
"3846","African-American",26,1,1
"4645","Caucasian",26,0,1
"2699","Caucasian",28,0,0
"1320","Caucasian",43,1,0
"4871","African-American",28,1,1
"1848","Caucasian",28,0,0
"4616","Caucasian",34,1,0
"3113","African-American",28,1,0
"3055","African-American",26,1,1
"4814","Caucasian",33,1,0
"2261","Caucasian",20,0,1
"48","Caucasian",23,0,1
"3403","African-American",39,1,1
"827","African-American",21,1,0
"1099","Caucasian",30,0,1
"1501","Caucasian",20,1,1
"4873","Caucasian",31,1,1
"1310","Caucasian",21,1,1
"2903","Caucasian",31,1,1
"4583.1","African-American",28,1,1
"1130","Caucasian",33,0,1
"150","African-American",35,1,0
"1847","Caucasian",26,0,1
"1250","Caucasian",22,1,1
"2059","Caucasian",32,1,1
"1619","Caucasian",28,1,0
"2750.1","Caucasian",22,0,0
"4745","Caucasian",56,0,0
"1828","African-American",27,1,0
"4801","African-American",22,0,1
"3766","Caucasian",34,0,1
"4558","Caucasian",25,0,1
"3318","Caucasian",29,0,0
"3196","Caucasian",27,0,0
"56","Caucasian",44,0,0
"892","Caucasian",22,0,1
"2415","Caucasian",41,0,0
"655","African-American",26,1,1
"2557","African-American",59,1,0
"3390","African-American",23,1,0
"695","Caucasian",24,0,1
"581","African-American",27,1,0
"4023","African-American",36,1,0
"2555","African-American",21,1,1
"4498","Caucasian",26,0,1
"4246","African-American",28,1,1
"2164","Caucasian",70,1,0
"3713","Caucasian",39,1,0
"3967","Caucasian",26,1,1
"4686","Caucasian",26,1,1
"2324","African-American",25,1,1
"1902","African-American",77,0,0
"4314","African-American",27,1,1
"4495","African-American",27,1,0
"3885","African-American",24,0,0
"2755","African-American",40,0,0
"4930","African-American",30,1,0
"1949","Caucasian",22,1,1
"1209","African-American",50,1,0
"541","African-American",33,1,0
"3329","African-American",38,1,0
"2050","African-American",23,1,1
"881","Caucasian",28,1,0
"21","African-American",27,1,1
"4734","Caucasian",62,0,0
"2149","Caucasian",54,0,0
"3800","African-American",25,1,1
"345","African-American",27,0,0
"2419","African-American",48,1,0
"2013","Caucasian",46,1,0
"1177","African-American",23,1,1
"3504","Caucasian",24,1,1
"1184","African-American",26,1,0
"1740","African-American",42,1,0
"3820","Caucasian",36,1,1
"2327","Caucasian",63,1,0
"4909","African-American",30,1,0
"799","Caucasian",37,0,0
"578","African-American",23,0,0
"3953","African-American",35,1,0
"1594","African-American",43,1,0
"3104","African-American",39,1,0
"417","African-American",44,0,0
"313","African-American",24,1,1
"660","African-American",35,1,0
"3970","African-American",49,1,0
"1210","Caucasian",30,0,0
"1061","African-American",24,1,1
"1351","Caucasian",43,0,0
"3499","African-American",47,1,0
"3793","African-American",59,1,0
"1883","Caucasian",41,0,0
"3497","African-American",21,0,1
"3521","African-American",21,1,1
"4420","Caucasian",49,1,0
"3186","African-American",28,1,0
"1646","Caucasian",20,1,1
"967","Caucasian",43,1,0
"1093","African-American",47,1,0
"227","Caucasian",49,1,0
"1576","African-American",27,1,1
"1064","Caucasian",26,0,1
"4354","Caucasian",33,0,0
"510","African-American",30,1,1
"130","Caucasian",23,0,1
"242","Caucasian",24,1,1
"704","Caucasian",37,1,0
"2981","Caucasian",24,0,1
"1576.1","African-American",27,1,1
"3086","African-American",41,1,0
"3960","Caucasian",24,0,1
"2659","African-American",21,0,0
"876","Caucasian",30,1,1
"4215","Caucasian",24,1,1
"1212","African-American",56,1,0
"1324","African-American",43,1,0
"168","Caucasian",24,1,1
"3000","Caucasian",26,1,1
"3136","African-American",35,1,0
"4001","African-American",26,1,0
"692","African-American",49,1,0
"3437","Caucasian",29,1,0
"162","African-American",38,0,0
"286","African-American",26,1,1
"368","Caucasian",33,1,1
"962","Caucasian",42,0,0
"1645","African-American",26,1,0
"3799","African-American",42,1,0
"3212","Caucasian",28,1,1
"2145","Caucasian",24,1,1
"2218","African-American",29,1,1
"95","African-American",24,1,0
"2276","African-American",19,0,1
"196","African-American",27,1,1
"1497","African-American",25,1,1
"4894","African-American",23,1,1
"4286","Caucasian",43,1,0
"2247","Caucasian",30,0,1
"1571","African-American",25,1,1
"3750","African-American",28,1,1
"505","African-American",27,1,0
"3813","Caucasian",34,1,1
"4732","African-American",23,1,1
"4320","African-American",31,1,1
"2631","African-American",34,1,0
"3131","Caucasian",56,0,0
"2387","Caucasian",28,1,1
"1382","Caucasian",23,1,1
"1711","Caucasian",33,1,0
"361","African-American",51,1,0
"4367","Caucasian",23,1,1
"2602","Caucasian",22,1,1
"2847","African-American",26,1,1
"1901","Caucasian",43,1,0
"3345","Caucasian",30,0,1
"579","African-American",30,1,1
"1798","Caucasian",51,0,1
"3503","Caucasian",31,0,0
"3121","Caucasian",54,0,0
"3000.1","Caucasian",26,1,1
"4423","African-American",24,1,1
"2566","African-American",31,1,1
"2683","African-American",26,1,0
"2583","African-American",37,1,0
"4447","African-American",58,0,0
"927","African-American",43,1,1
"17","African-American",21,1,1
"639","Caucasian",50,0,0
"4412","African-American",29,0,0
"1305","African-American",32,1,0
"1715","African-American",29,1,0
"1529","Caucasian",74,0,0
"3494","Caucasian",26,1,1
"2251","African-American",25,1,1
"2948","Caucasian",29,1,1
"2782.1","African-American",28,1,1
"1852","Caucasian",29,1,0
"723","African-American",23,1,0
"524","Caucasian",35,1,0
"2547","African-American",28,1,1
"4200","Caucasian",26,1,0
"1530","Caucasian",27,0,1
"1573","African-American",29,1,0
"4471","Caucasian",33,1,0
"1916","Caucasian",44,1,0
"3737","Caucasian",29,0,0
"4853","Caucasian",30,1,1
"2271","Caucasian",27,1,0
"2480","Caucasian",26,0,1
"3868","African-American",29,0,0
"652","Caucasian",43,0,0
"1676","Caucasian",46,1,0
"166","African-American",26,1,1
"1003.1","Caucasian",65,1,0
"1943","Caucasian",25,1,1
"279","African-American",28,1,1
"3110","Caucasian",22,1,1
"931.1","African-American",28,1,1
"916","Caucasian",35,0,0
"3489","African-American",39,1,1
"1559","African-American",24,0,0
"4048","Caucasian",37,1,0
"3801","African-American",60,1,0
"2288","African-American",38,1,1
"2134","African-American",51,1,0
"585","African-American",46,1,0
"2409","Caucasian",45,1,0
"1978","Caucasian",30,0,0
"3997","Caucasian",41,1,0
"4303","African-American",23,0,1
"1464","Caucasian",22,1,0
"1877","Caucasian",60,1,0
"4099","Caucasian",53,1,0
"152","African-American",19,1,1
"3113.1","African-American",28,1,0
"103","African-American",24,1,1
"3552","African-American",35,1,0
"109","African-American",49,1,0
"3830","African-American",33,1,0
"4877","African-American",31,1,0
"2925","African-American",23,1,1
"2239","African-American",58,1,0
"2627.1","African-American",43,0,0
"136","African-American",31,0,0
"4427","African-American",32,1,1
"3008","African-American",30,1,0
"4536","African-American",50,1,0
"3925","African-American",26,1,1
"3737.1","Caucasian",29,0,0
"619","African-American",56,0,0
"4730","African-American",45,1,0
"4125","Caucasian",23,1,1
"22","African-American",48,1,0
"2083","African-American",37,1,0
"2696.1","Caucasian",47,0,0
"563","Caucasian",39,1,0
"4970","African-American",31,1,1
"3841.1","African-American",27,1,1
"3690","Caucasian",29,1,0
"582","African-American",29,1,1
"242.1","Caucasian",24,1,1
"4277","Caucasian",31,1,0
"1865","Caucasian",44,0,0
"1755","Caucasian",26,1,1
"3430","African-American",31,0,0
"4957","African-American",32,1,0
"3907","Caucasian",51,1,0
"3766.1","Caucasian",34,0,1
"1643","Caucasian",48,1,0
"1865.1","Caucasian",44,0,0
"2528","Caucasian",21,0,1
"2113","African-American",30,1,1
"362","Caucasian",29,1,1
"2055","African-American",49,1,0
"3708","Caucasian",70,1,0
"3746","African-American",26,1,0
"2975","Caucasian",39,0,1
"4233","Caucasian",28,1,1
"1785","African-American",20,0,1
"4146","Caucasian",23,1,0
"395","Caucasian",48,0,0
"4183","Caucasian",29,1,1
"3051","African-American",23,1,1
"2420","Caucasian",32,0,0
"4060","African-American",22,1,1
"2705","African-American",44,0,0
"1469","Caucasian",43,0,0
"627","African-American",41,0,0
"4593","African-American",20,1,1
"2349","African-American",23,1,1
"1778","Caucasian",27,1,1
"467","Caucasian",50,1,0
"4429.1","African-American",27,0,0
"289","Caucasian",23,1,1
"474","African-American",51,1,0
"614","Caucasian",26,0,0
"4249","African-American",22,1,1
"4923","African-American",36,0,1
"3606","African-American",35,1,0
"1406","Caucasian",25,0,0
"124","African-American",33,1,1
"538","African-American",22,1,1
"1612","Caucasian",32,1,1
"2676","Caucasian",19,1,1
"2034","Caucasian",25,0,1
"3602","African-American",50,1,0
"3835","Caucasian",26,1,1
"1395","Caucasian",27,1,1
"277","Caucasian",24,1,1
"4313","African-American",28,1,1
"1579.1","Caucasian",20,0,1
"4740","Caucasian",35,1,0
"951","Caucasian",34,1,0
"369","African-American",26,1,0
"2265","Caucasian",30,0,1
"3154","African-American",28,1,1
"4330","African-American",51,0,0
"3151","Caucasian",33,1,1
"4330.1","African-American",51,0,0
"4960","African-American",23,0,1
"672","African-American",31,1,1
"912","Caucasian",32,1,0
"1748","Caucasian",56,1,0
"3300","Caucasian",70,0,0
"4920","Caucasian",24,1,1
"3504.1","Caucasian",24,1,1
"2594","African-American",31,1,0
"3512","Caucasian",34,1,1
"4944","African-American",25,0,1
"779","African-American",24,1,0
"4857","Caucasian",21,0,1
"4952","Caucasian",30,1,1
"1496","Caucasian",41,1,0
"10","African-American",46,1,0
"2005.1","Caucasian",43,1,0
"654","African-American",27,1,1
"2611","African-American",49,1,0
"1871","African-American",29,1,1
"4074","African-American",32,1,1
"756","Caucasian",22,1,1
"4185","African-American",29,1,1
"63","African-American",22,1,1
"4878","Caucasian",59,0,0
"701","Caucasian",30,1,0
"2944","Caucasian",41,0,0
"369.1","African-American",26,1,0
"2090","African-American",35,0,0
"2658","African-American",27,0,0
"2354","African-American",22,0,1
"3827","Caucasian",44,0,0
"221","African-American",22,1,1
"358","African-American",34,0,1
"1349","Caucasian",26,1,0
"923","African-American",52,1,0
"3215","Caucasian",55,1,0
"1606","African-American",25,1,1
"4279","African-American",43,1,0
"3977","Caucasian",40,0,0
"3945","Caucasian",28,0,0
"1526","Caucasian",53,0,0
"4823","African-American",22,1,1
"2537","African-American",21,1,1
"1575","Caucasian",37,1,0
"3657","Caucasian",24,1,1
"989","African-American",39,1,0
"1904","Caucasian",26,0,1
"3928","Caucasian",28,0,1
"211","Caucasian",20,0,1
"4984","African-American",34,1,0
"1522","Caucasian",25,1,1
"3293","African-American",50,1,0
"4806","Caucasian",25,0,1
"2603","African-American",23,1,1
"549","Caucasian",24,1,1
"4445","African-American",34,1,0
"200","African-American",22,0,1
"3136.1","African-American",35,1,0
"4596","African-American",46,1,0
"3911","Caucasian",39,1,0
"1025","African-American",41,1,0
"1131","Caucasian",21,0,1
"3871","African-American",22,1,1
"3886","African-American",31,0,0
"2355","African-American",36,1,0
"4040","Caucasian",30,1,1
"2661","African-American",25,1,1
"2704","Caucasian",33,1,0
"3325","Caucasian",59,0,0
"4831","African-American",36,1,0
"36","Caucasian",28,1,1
"3198","African-American",24,1,1
"461","Caucasian",24,0,1
"592","Caucasian",23,1,1
"4262","African-American",36,1,0
"4240","African-American",24,1,1
"4111","African-American",31,1,0
"4609","Caucasian",46,0,0
"2630","Caucasian",48,1,0
"579.1","African-American",30,1,1
"4666","Caucasian",20,1,1
"2672","Caucasian",53,1,0
"3947","African-American",56,1,0
"2438","African-American",34,1,1
"2260","African-American",20,0,1
"834","African-American",31,1,0
"1919","Caucasian",24,0,1
"3177","Caucasian",26,0,0
"4608","African-American",53,1,0
"1253","African-American",26,1,0
"2751","African-American",42,1,1
"276","African-American",46,1,0
"4615","Caucasian",50,0,0
"3640","Caucasian",22,0,1
"320","Caucasian",56,1,0
"1923","Caucasian",50,1,0
"155","Caucasian",43,0,0
"2194","Caucasian",50,1,0
"1818","African-American",47,1,0
"4895","African-American",30,1,1
"2641","African-American",34,1,1
"4181","Caucasian",71,1,0
"1451","Caucasian",51,1,0
"4122","Caucasian",46,1,0
"945","African-American",33,1,0
"3346","African-American",23,1,1
"1475","Caucasian",31,1,0
"2679","Caucasian",20,1,1
"2083.1","African-American",37,1,0
"106","African-American",23,0,1
"3705","African-American",24,0,1
"2522","African-American",39,1,0
"2262","African-American",24,0,1
"2906","Caucasian",41,1,0
"1816","Caucasian",19,0,1
"846","Caucasian",26,0,1
"730","Caucasian",33,1,1
"2426","Caucasian",46,0,0
"2743","African-American",25,1,1
"4906","Caucasian",51,1,0
"4986","African-American",37,1,0
"4236","Caucasian",41,1,0
"4645.1","Caucasian",26,0,1
"4579","Caucasian",54,0,0
"841","African-American",33,0,0
"2533","Caucasian",27,0,0
"840","Caucasian",50,1,0
"4139","Caucasian",26,0,0
"1869","African-American",24,0,1
"1619.1","Caucasian",28,1,0
"3045","African-American",27,0,1
"3496","African-American",62,0,0
"640","African-American",34,1,1
"2735","African-American",25,1,1
"1003.2","Caucasian",65,1,0
"562","African-American",35,0,0
"3063","African-American",23,0,1
"4642","African-American",27,0,1
"3625","African-American",23,1,1
"2577","African-American",23,1,1
"2163","African-American",35,1,0
"3086.1","African-American",41,1,0
"2158","African-American",24,0,1
"2358","African-American",35,1,0
"2024","African-American",24,0,1
"2176","Caucasian",32,1,1
"3750.1","African-American",28,1,1
"1507","African-American",24,1,1
"3377","Caucasian",29,1,1
"2304","African-American",22,1,1
"1620","Caucasian",21,1,1
"4968","African-American",26,0,1
"1104","African-American",60,1,0
"375","African-American",27,1,1
"81","African-American",27,1,0
"1080","African-American",31,1,0
"1794","African-American",25,1,1
"2580","Caucasian",21,1,1
"1705","Caucasian",27,1,1
"2204.1","African-American",27,1,0
"84","Caucasian",24,0,1
"197","African-American",42,1,0
"4199","Caucasian",26,0,0
"828","African-American",26,1,1
"1764","Caucasian",26,0,1
"4387","Caucasian",39,1,0
"1277","Caucasian",32,1,1
"4695","Caucasian",49,1,0
"3321","Caucasian",22,1,1
"4007","African-American",28,1,1
"2408","African-American",22,1,1
"2175","Caucasian",25,1,1
"4290","African-American",25,1,1
"4292","Caucasian",45,0,0
"2471","African-American",22,1,1
"2389","African-American",25,0,1
"2825","Caucasian",68,0,0
"3958","Caucasian",24,1,1
"75","Caucasian",24,1,1
"858","African-American",54,1,0
"47","Caucasian",22,1,1
"4513","African-American",21,1,1
"4821","African-American",39,1,0
"1718","African-American",22,0,1
"4432","Caucasian",33,0,1
"4445.1","African-American",34,1,0
"3687","Caucasian",21,1,1
"3176","African-American",35,1,0
"3900","African-American",29,1,0
"888","African-American",31,1,0
"4678","African-American",23,1,1
"1842","African-American",28,1,1
"1367","African-American",51,1,0
"54","African-American",24,1,1
"2113.1","African-American",30,1,1
"2298","Caucasian",37,0,1
"435","Caucasian",31,0,1
"4151","African-American",31,1,1
"4510","Caucasian",20,0,1
"256","African-American",34,1,0
"4391","Caucasian",54,0,0
"1878","Caucasian",22,1,1
"3528","African-American",42,1,1
"1053","Caucasian",26,0,1
"533","Caucasian",24,0,0
"409","African-American",22,1,1
"1287","African-American",24,1,1
"682","African-American",25,0,1
"4259","Caucasian",26,0,0
"1578","Caucasian",50,1,0
"3601","African-American",25,0,1
"490","African-American",29,1,1
"2405","African-American",26,1,0
"2262.1","African-American",24,0,1
"1636","African-American",23,0,1
"176","African-American",24,1,1
"2329","Caucasian",41,0,0
"4359","African-American",53,1,0
"126","Caucasian",51,1,0
"1993","Caucasian",27,0,0
"3164","Caucasian",27,1,0
"4084","Caucasian",26,1,1
"4924","African-American",27,0,0
"4066","African-American",55,1,0
"4564","African-American",22,0,1
"4288","Caucasian",30,0,1
"2057","Caucasian",24,0,0
"4840","African-American",19,0,1
"3417","African-American",28,1,0
"4399","African-American",22,1,1
"3246","Caucasian",48,0,0
"2242","African-American",44,1,0
"711","Caucasian",39,1,0
"2996","Caucasian",21,1,1
"2358.1","African-American",35,1,0
"2532","African-American",47,0,0
"3894","Caucasian",29,1,1
"4350","African-American",44,1,0
"631","African-American",29,1,0
"108","Caucasian",52,1,0
"2808","African-American",22,1,1
"251","Caucasian",26,0,1
"1407","Caucasian",27,1,1
"4349","African-American",23,0,1
"3657.1","Caucasian",24,1,1
"3155","African-American",25,1,1
"355","Caucasian",21,0,0
"750","Caucasian",37,0,1
"2329.1","Caucasian",41,0,0
"4907","Caucasian",21,0,1
"4265","Caucasian",24,1,1
"869","Caucasian",22,0,0
"4620","African-American",21,0,1
"70","Caucasian",20,0,1
"4670","Caucasian",22,1,1
"628","Caucasian",27,1,1
"3798","Caucasian",22,0,1
"1192","African-American",29,1,0
"4632","Caucasian",46,0,0
"3977.1","Caucasian",40,0,0
"4551","African-American",40,1,1
"3597","Caucasian",20,0,1
"3265","Caucasian",47,0,0
"2662","Caucasian",33,1,0
"1656","Caucasian",59,1,0
"2969","Caucasian",25,0,1
"4454.1","African-American",29,1,0
"1572","Caucasian",21,0,1
"793","Caucasian",24,1,1
"4343","African-American",30,0,0
"2055.1","African-American",49,1,0
"2233","African-American",43,1,0
"3580","Caucasian",42,0,0
"3076","African-American",29,1,0
"3832.1","African-American",33,0,1
"3073","Caucasian",23,1,0
"189","African-American",33,1,1
"1733","African-American",28,1,0
"1136","African-American",23,1,1
"2966","African-American",20,1,1
"3501","African-American",48,1,0
"4300","African-American",52,1,0
"2921","African-American",29,1,1
"2086","Caucasian",55,1,0
"1856","African-American",27,1,0
"3729","Caucasian",28,0,1
"32","Caucasian",24,1,1
"1788.1","Caucasian",32,1,1
"1659","African-American",22,0,1
"3767","African-American",28,1,1
"2364","Caucasian",33,0,1
"3542","Caucasian",32,1,1
"4525","Caucasian",22,1,1
"1995","African-American",25,1,0
"3800.1","African-American",25,1,1
"601","African-American",20,0,1
"2431","African-American",33,1,1
"3610","African-American",22,0,1
"3246.1","Caucasian",48,0,0
"2865","Caucasian",23,1,1
"2793","Caucasian",53,1,0
"1507.1","African-American",24,1,1
"2620","Caucasian",24,0,1
"157","Caucasian",40,1,0
"1275","Caucasian",23,1,1
"2054.1","African-American",51,1,0
"3274","African-American",32,1,0
"3544","Caucasian",32,1,0
"606","Caucasian",35,1,0
"1376","African-American",25,1,1
"4968.1","African-American",26,0,1
"588","African-American",21,0,0
"4348","Caucasian",57,0,0
"3330","Caucasian",49,1,0
"895","Caucasian",46,1,0
"3457","Caucasian",21,1,1
"144","Caucasian",26,1,1
"860","African-American",36,1,0
"1497.1","African-American",25,1,1
"4577","African-American",28,1,0
"1030","African-American",29,1,0
"4160","African-American",20,0,1
"3853","African-American",21,1,1
"1582","African-American",33,1,0
"216","African-American",61,1,0
"890.1","Caucasian",30,1,1
"1068","African-American",27,1,0
"3404","Caucasian",42,0,0
"3118","Caucasian",32,1,1
"1310.1","Caucasian",21,1,1
"1861","African-American",30,0,0
"293","Caucasian",46,0,0
"4457","Caucasian",37,0,0
"1765.1","Caucasian",51,0,1
"3120","African-American",34,1,1
"2415.1","Caucasian",41,0,0
"714","African-American",23,1,1
"2303","African-American",55,1,0
"759","African-American",21,0,1
