"","race","age","prior_offense","is_recid"
"2661","African-American",25,1,1
"3887","African-American",43,0,0
"2668","African-American",22,1,1
"659","African-American",35,1,0
"1305","African-American",32,1,0
"4882","Caucasian",45,1,0
"517","Caucasian",35,1,0
"3725","African-American",25,1,1
"1560","Caucasian",56,1,0
"3680","Caucasian",26,1,1
"4338","Caucasian",23,0,0
"2702","Caucasian",21,0,1
"4294","African-American",37,0,0
"1364","Caucasian",38,0,0
"4383","African-American",24,1,1
"3956","Caucasian",27,1,1
"1736","African-American",24,1,0
"4893","African-American",60,1,0
"1328","African-American",23,1,1
"3892","African-American",31,1,0
"72","African-American",22,1,1
"872","African-American",24,0,1
"3578","African-American",26,1,0
"2095","African-American",21,1,0
"4244","African-American",27,0,1
"1414","Caucasian",19,1,1
"2143","Caucasian",28,0,0
"2972","Caucasian",37,1,0
"1777","African-American",24,1,1
"3431","African-American",30,1,0
"2150","Caucasian",22,1,1
"1449","African-American",49,1,0
"564","Caucasian",19,1,1
"1170","Caucasian",22,0,1
"2487","Caucasian",27,1,1
"1582","African-American",33,1,0
"1742","Caucasian",52,1,0
"4813","Caucasian",35,1,0
"2048","Caucasian",33,0,1
"778","African-American",42,0,0
"1693","Caucasian",34,1,0
"1715","African-American",29,1,0
"109","African-American",49,1,0
"2261","Caucasian",20,0,1
"1241","Caucasian",29,1,1
"2987","Caucasian",60,0,0
"4910","African-American",31,1,0
"501","Caucasian",66,0,0
"83","Caucasian",28,1,1
"2858","Caucasian",41,1,0
"2251","African-American",25,1,1
"2084","African-American",36,1,0
"1218","Caucasian",49,1,0
"3138","African-American",23,1,1
"358","African-American",34,0,1
"3800","African-American",25,1,1
"2909","Caucasian",30,1,1
"4105","African-American",26,1,1
"3339","African-American",29,0,0
"518","African-American",30,1,0
"3834","African-American",24,1,1
"2827","Caucasian",26,0,1
"1007","African-American",24,1,1
"2181","Caucasian",28,1,1
"2555","African-American",21,1,1
"4283","African-American",34,0,0
"4780","African-American",24,1,0
"4409","Caucasian",22,0,1
"4119","Caucasian",20,0,1
"1639","African-American",23,0,1
"2144","African-American",22,1,1
"1966","Caucasian",31,1,1
"706","Caucasian",34,1,1
"4593","African-American",20,1,1
"1151","African-American",28,1,1
"4996","African-American",49,1,0
"2801","Caucasian",38,1,1
"226","Caucasian",31,1,1
"3241","Caucasian",21,0,1
"4089","Caucasian",25,0,1
"1328.1","African-American",23,1,1
"2373","African-American",21,1,1
"1732","Caucasian",29,0,1
"4888","Caucasian",29,1,1
"2356","African-American",39,1,0
"2792","African-American",33,1,1
"822","African-American",24,0,1
"626","Caucasian",26,1,0
"2950","Caucasian",61,0,0
"338","African-American",31,1,0
"778.1","African-American",42,0,0
"2756","Caucasian",62,0,0
"1711","Caucasian",33,1,0
"458","Caucasian",24,1,1
"2585","African-American",29,0,1
"986","African-American",56,1,0
"1555","Caucasian",23,1,1
"394","African-American",40,1,0
"3907","Caucasian",51,1,0
"2520","Caucasian",55,0,0
"4689","Caucasian",28,0,1
"1600","African-American",27,1,1
"112","African-American",25,1,1
"1926","Caucasian",45,1,0
"3896","African-American",26,0,0
"4643","Caucasian",25,1,1
"2174","African-American",41,1,0
"2429","African-American",22,1,1
"948","Caucasian",30,1,0
"1643","Caucasian",48,1,0
"252","African-American",31,1,0
"3440","African-American",23,1,1
"3163","Caucasian",56,1,0
"2872","African-American",32,1,1
"131","Caucasian",45,1,0
"3788","African-American",31,1,1
"2614","Caucasian",23,1,1
"3673","Caucasian",22,0,0
"3571","Caucasian",21,0,1
"432","African-American",26,0,0
"2425","Caucasian",30,1,1
"4250","Caucasian",28,1,0
"1900","Caucasian",35,1,1
"4223","Caucasian",51,1,0
